2026-09-14 10:06:25,764 | INFO | Generating 200 labelled sensor records
2026-09-14 20:03:09,916 | WARNING | [CRITICAL] Temperature 35.8°C at 2026-09-14 05:43:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,916 | WARNING | [CRITICAL] Temperature 35.4°C at 2026-09-14 05:48:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,916 | WARNING | [CRITICAL] Temperature 35.3°C at 2026-09-14 05:53:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,916 | WARNING | [CRITICAL] Temperature 35.7°C at 2026-09-14 05:58:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,916 | WARNING | [CRITICAL] Temperature 35.4°C at 2026-09-14 06:03:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,916 | WARNING | [WARNING] Temperature 34.9°C at 2026-09-14 06:08:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,916 | WARNING | [CRITICAL] Temperature 35.0°C at 2026-09-14 06:13:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,916 | WARNING | [CRITICAL] Temperature 35.2°C at 2026-09-14 06:18:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,916 | WARNING | [WARNING] Temperature 34.1°C at 2026-09-14 06:23:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,917 | WARNING | [WARNING] Temperature 34.9°C at 2026-09-14 06:28:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,917 | WARNING | [CRITICAL] Temperature 35.3°C at 2026-09-14 06:33:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,917 | WARNING | [CRITICAL] Temperature 35.5°C at 2026-09-14 06:38:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,917 | WARNING | [CRITICAL] Temperature 35.7°C at 2026-09-14 06:43:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,917 | WARNING | [CRITICAL] Temperature 36.5°C at 2026-09-14 06:48:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,917 | WARNING | [CRITICAL] Temperature 37.0°C at 2026-09-14 06:53:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,917 | WARNING | [CRITICAL] Temperature 37.4°C at 2026-09-14 06:58:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,917 | WARNING | [WARNING] Temperature 33.0°C at 2026-09-14 07:03:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,917 | WARNING | [WARNING] Temperature 32.1°C at 2026-09-14 07:08:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,917 | WARNING | [WARNING] Temperature 32.3°C at 2026-09-14 07:13:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,917 | WARNING | [WARNING] Temperature 31.1°C at 2026-09-14 07:18:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,917 | WARNING | [WARNING] Temperature 31.4°C at 2026-09-14 07:23:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,917 | WARNING | [WARNING] Temperature 31.7°C at 2026-09-14 07:28:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,917 | WARNING | [WARNING] Temperature 32.2°C at 2026-09-14 07:33:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,917 | WARNING | [WARNING] Temperature 32.1°C at 2026-09-14 07:38:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.3°C at 2026-09-14 07:43:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.1°C at 2026-09-14 07:48:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.1°C at 2026-09-14 07:53:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 30.8°C at 2026-09-14 07:58:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.2°C at 2026-09-14 08:03:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 30.6°C at 2026-09-14 08:08:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.1°C at 2026-09-14 08:13:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 30.8°C at 2026-09-14 08:18:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.0°C at 2026-09-14 08:23:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.6°C at 2026-09-14 08:28:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.5°C at 2026-09-14 08:33:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.6°C at 2026-09-14 08:38:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 31.7°C at 2026-09-14 08:43:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 30.9°C at 2026-09-14 08:48:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,918 | WARNING | [WARNING] Temperature 30.7°C at 2026-09-14 08:53:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,919 | WARNING | [WARNING] Temperature 30.9°C at 2026-09-14 08:58:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,919 | WARNING | [WARNING] Temperature 31.2°C at 2026-09-14 09:03:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,919 | WARNING | [WARNING] Temperature 31.2°C at 2026-09-14 09:08:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,919 | WARNING | [WARNING] Temperature 31.3°C at 2026-09-14 09:13:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,919 | WARNING | [WARNING] Temperature 30.9°C at 2026-09-14 09:18:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,919 | WARNING | [WARNING] Temperature 31.2°C at 2026-09-14 09:23:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,919 | WARNING | [WARNING] Temperature 31.0°C at 2026-09-14 09:28:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,919 | WARNING | [WARNING] Temperature 30.0°C at 2026-09-14 09:33:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,919 | WARNING | [WARNING] Temperature 30.8°C at 2026-09-14 09:38:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,920 | WARNING | [WARNING] Temperature 33.0°C at 2026-09-14 11:38:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,920 | WARNING | [WARNING] Temperature 33.5°C at 2026-09-14 11:43:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,920 | WARNING | [WARNING] Temperature 33.2°C at 2026-09-14 11:48:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,920 | WARNING | [CRITICAL] Temperature 39.0°C at 2026-09-14 11:53:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,920 | WARNING | [CRITICAL] Temperature 38.5°C at 2026-09-14 11:58:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,920 | WARNING | [CRITICAL] Temperature 38.0°C at 2026-09-14 12:03:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,920 | WARNING | [WARNING] Temperature 34.1°C at 2026-09-14 12:08:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,920 | WARNING | [WARNING] Temperature 33.8°C at 2026-09-14 12:13:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,920 | WARNING | [WARNING] Temperature 34.5°C at 2026-09-14 12:18:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,920 | WARNING | [CRITICAL] Temperature 36.0°C at 2026-09-14 12:23:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.8°C at 2026-09-14 12:28:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 36.1°C at 2026-09-14 12:33:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 36.2°C at 2026-09-14 12:38:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.2°C at 2026-09-14 12:43:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.1°C at 2026-09-14 12:48:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.3°C at 2026-09-14 12:53:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.1°C at 2026-09-14 12:58:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [WARNING] Temperature 34.9°C at 2026-09-14 13:03:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.2°C at 2026-09-14 13:08:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.4°C at 2026-09-14 13:13:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.5°C at 2026-09-14 13:18:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.5°C at 2026-09-14 13:23:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.2°C at 2026-09-14 13:28:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 36.0°C at 2026-09-14 13:33:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,921 | WARNING | [CRITICAL] Temperature 35.9°C at 2026-09-14 13:38:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,922 | WARNING | [CRITICAL] Temperature 35.4°C at 2026-09-14 13:43:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,922 | WARNING | [CRITICAL] Temperature 35.3°C at 2026-09-14 13:48:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,922 | WARNING | [CRITICAL] Temperature 35.3°C at 2026-09-14 13:53:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,922 | WARNING | [WARNING] Temperature 33.2°C at 2026-09-14 13:58:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,922 | WARNING | [WARNING] Temperature 32.7°C at 2026-09-14 14:03:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,922 | WARNING | [WARNING] Temperature 31.8°C at 2026-09-14 14:08:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,922 | WARNING | [WARNING] Temperature 31.8°C at 2026-09-14 14:13:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,922 | WARNING | [WARNING] Temperature 31.3°C at 2026-09-14 14:18:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,922 | WARNING | [WARNING] Temperature 30.6°C at 2026-09-14 14:23:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,922 | WARNING | [WARNING] Temperature 30.6°C at 2026-09-14 15:03:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,923 | WARNING | [WARNING] Temperature 34.6°C at 2026-09-14 16:33:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,923 | WARNING | [CRITICAL] Temperature 35.6°C at 2026-09-14 16:38:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,923 | WARNING | [CRITICAL] Temperature 37.3°C at 2026-09-14 16:43:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,923 | WARNING | [CRITICAL] Temperature 37.1°C at 2026-09-14 16:48:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,923 | WARNING | [CRITICAL] Temperature 37.3°C at 2026-09-14 16:53:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,923 | WARNING | [CRITICAL] Temperature 36.2°C at 2026-09-14 16:58:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,923 | WARNING | [CRITICAL] Temperature 36.2°C at 2026-09-14 17:03:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,924 | WARNING | [CRITICAL] Temperature 35.5°C at 2026-09-14 17:08:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,924 | WARNING | [CRITICAL] Temperature 35.6°C at 2026-09-14 17:13:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.6°C at 2026-09-14 17:18:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.5°C at 2026-09-14 17:23:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 33.9°C at 2026-09-14 17:28:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.6°C at 2026-09-14 17:33:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.1°C at 2026-09-14 17:38:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.0°C at 2026-09-14 17:43:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.2°C at 2026-09-14 17:48:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.1°C at 2026-09-14 17:53:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.0°C at 2026-09-14 17:58:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 33.6°C at 2026-09-14 18:03:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.1°C at 2026-09-14 18:08:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.4°C at 2026-09-14 18:13:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,924 | WARNING | [WARNING] Temperature 34.0°C at 2026-09-14 18:18:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,925 | WARNING | [CRITICAL] Temperature 35.0°C at 2026-09-14 18:23:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,925 | WARNING | [CRITICAL] Temperature 35.0°C at 2026-09-14 18:28:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,925 | WARNING | [CRITICAL] Temperature 36.0°C at 2026-09-14 18:33:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,925 | WARNING | [CRITICAL] Temperature 35.9°C at 2026-09-14 18:38:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,925 | WARNING | [CRITICAL] Temperature 36.4°C at 2026-09-14 18:43:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,925 | WARNING | [CRITICAL] Temperature 36.2°C at 2026-09-14 18:48:09 exceeds the critical limit. Immediate action required.
2026-09-14 20:03:09,925 | WARNING | [WARNING] Temperature 34.2°C at 2026-09-14 18:53:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,925 | WARNING | [WARNING] Temperature 33.5°C at 2026-09-14 18:58:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,925 | WARNING | [WARNING] Temperature 34.8°C at 2026-09-14 19:03:09 is above the safe band. Check cooling.
2026-09-14 20:03:09,925 | INFO | Alert count: 168 of 250 records
2026-09-14 20:03:26,207 | INFO | Analysis complete: {'mean_temperature': 32.436879999999995, 'min_temperature': 24.34, 'max_temperature': 40.0, 'mean_humidity': 50.69575999999999, 'count_normal': 82, 'count_warning': 79, 'count_critical': 89, 'n': 250}
2026-09-14 20:05:11,817 | INFO | Plot saved to /data/work/projects/iot_environment_monitor/plots/temperature_over_time.png
2026-09-14 20:06:29,333 | INFO | Saved model to /data/work/projects/iot_environment_monitor/models/decision_tree_model.joblib
2026-09-14 20:06:29,338 | INFO | Predicted Warning for sample {'Temperature': 33.0, 'Humidity': 42.0} (accuracy=1.000)
2026-09-14 21:42:49,733 | INFO | Plot saved to /data/work/projects/iot_environment_monitor/plots/temperature_over_time.png
2026-09-14 21:45:52,536 | INFO | Plot saved to /data/work/projects/iot_environment_monitor/plots/temperature_over_time.png
